scope,policy,k,n_overlays,n_jobs_per_overlay,p99_deadline_s,p99_deadline_lo,p99_deadline_hi,mean_wait_s,mean_wait_lo,mean_wait_hi,p99_all_s_mean_across_overlays,max_wait_s_across_overlays,max_wait_s_across_policies,max_wait_plus_L_weeks,max_wait_across_policies_plus_L_weeks,max_excess_s,max_excess_resample_stability_lo,max_excess_resample_stability_hi,harm_s,harm_resample_stability_lo,harm_resample_stability_hi,absolute_p99_improvement_s,absolute_p99_improvement_lo,absolute_p99_improvement_hi,simultaneous_improvement_lo,simultaneous_improvement_hi,gap_closed,gap_closed_lo,gap_closed_hi,gap_valid_bootstrap_draws,gap_total_bootstrap_draws,gap_interval_all_draws_valid,reduction_pct,reduction_pct_lo,reduction_pct_hi,reduction_valid_bootstrap_draws,reduction_total_bootstrap_draws,reduction_interval_all_draws_valid,promise_cost_vs_SPJF_s,promise_cost_lo,promise_cost_hi,positive_wait_probability_mean,guard_forced_dispatches_total,guard_fired_fraction_mean,guard_fired_queue_weighted_mean,bound_checks_total,bound_violations_total,max_bound_violation_s,max_fraction_of_allowed_excess,simulated_overlay_cells,certified_identical_overlay_cells,certificate_kernel_validations,certificate_max_in_us,theorem_floor_s,fcfs_p99_deadline_s,fcfs_p99_div_floor,floor_eligible_mean_fcfs_p99_gt_floor,overlays_fcfs_p99_gt_floor,overlays_in_scope,promise_G_s,fcfs_p99_div_G,G_below_fcfs_p99,busy_hour_offered_load_mean,b0_s,eta,gamma_s,bmax_s
five_overlay_mean_or_worst,FCFS,1,5,17634760,108345.30799293006,92267.37584529744,114125.36202107726,19616.411975823918,10272.600143520274,27925.875442649853,104074.64861205601,128638.915012,412270.285375,0.21279582508597883,0.6817630379877645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,2000,2000,True,0.0,0.0,0.0,2000,2000,True,,,,0.9321602675624732,0,0.0,0.0,0,0,0.0,0.0,5,0,0,0,60.0,108345.30799293006,1805.755133215501,True,5,5,,,False,3.9156569524744733,0.0,0.0,0.0,0.0
five_overlay_mean_or_worst,SJF,1,5,17634760,33469.77537498005,20007.207538968218,38644.83863838238,714.9756257913766,400.8783197484753,990.2898169159698,20460.148475972026,404405.244142,412270.285375,0.668758670869709,0.6817630379877645,403562.841097,376279.2151,403562.841097,12526.272807,919.13232,12526.272807,74875.53261795001,68552.25020161858,79337.21149500515,,,1.0,1.0,1.0,2000,2000,True,69.1082373616363,65.68201499079716,78.97965750439943,2000,2000,True,,,,0.9321599159841133,0,0.0,0.0,0,0,0.0,0.0,5,0,0,0,60.0,108345.30799293006,1805.755133215501,True,5,5,,,False,3.9156569524744733,0.0,0.0,0.0,0.0
five_overlay_mean_or_worst,SPJF-E,1,5,17634760,130231.11816204041,65565.87226439196,155632.22324742342,2950.371785335234,1563.114267601565,4199.870907786922,63880.90678971603,412270.285375,412270.285375,0.6817630379877645,0.6817630379877645,411330.261637,395983.70244,411330.261637,159132.31072,14744.4462,159132.31072,-21885.81016911035,-43650.645102055045,30032.79321513393,-94817.17898747546,51045.55864925476,-0.29229588630483594,-0.5978789810912136,0.3981734814619519,2000,2000,True,-20.20005349058446,-39.28171092070148,31.123637452848474,2000,2000,True,,,,0.9321600634201996,0,0.0,0.0,0,0,0.0,0.0,5,0,0,0,60.0,108345.30799293006,1805.755133215501,True,5,5,,,False,3.9156569524744733,0.0,0.0,0.0,0.0
five_overlay_mean_or_worst,Guard(300),1,5,17634760,108553.91666350001,92463.90441749904,114310.11712522386,19508.280791986563,10201.66390965674,27793.636020195147,104259.23778681402,128879.02369,412270.285375,0.21319283017526455,0.6817630379877645,298.011723,296.91698,298.011723,75.071002,71.189356,75.071002,-208.6086705699563,-228.78934671257593,-111.80027845689835,-330.91431064973057,-86.30303049018205,-0.0027860726097852996,-0.0031502599560454857,-0.0014872159566251503,2000,2000,True,-0.19254056722379598,-0.22738254933991706,-0.10277536251082198,2000,2000,True,-21677.201498540395,-43468.76217484925,30253.711512787067,0.9321602108562861,45445866,0.5154123560513441,0.9841322446054337,88173800,0,0.0,0.9933724100000002,5,0,0,0,60.0,108345.30799293006,1805.755133215501,True,5,5,300.0,361.1510266431002,True,3.9156569524744733,15.0,0.5,0.0,240.0
five_overlay_mean_or_worst,Guard(600),1,5,17634760,108839.10252855,92739.30969043379,114582.33765708169,19351.61813404176,10108.367441713903,27594.34823903021,104467.20097998601,129179.047432,412270.285375,0.21368890117724867,0.6817630379877645,598.237101,597.597613,598.237101,163.696051,162.477653,163.696051,-493.7945356199489,-522.6382700980881,-374.39008576682795,-647.3964413358357,-340.1926299040621,-0.00659487176057257,-0.007309899935568616,-0.005034189729736289,2000,2000,True,-0.4557599629992014,-0.5269511821698137,-0.34792510174206287,2000,2000,True,-21392.015633490402,-43221.58576474133,30544.12011247723,0.9321602108562861,41984751,0.47615902909934693,0.9659212252411171,88173800,0,0.0,0.9970618350000001,5,0,0,0,60.0,108345.30799293006,1805.755133215501,True,5,5,600.0,180.5755133215501,True,3.9156569524744733,30.0,0.75,0.0,540.0
five_overlay_mean_or_worst,Guard(1200),1,5,17634760,109417.03262380001,93315.7562778675,115134.17778729099,19027.664129549976,9924.956611869413,27158.582070384164,104917.666337846,129778.947014,412270.285375,0.21468079863425926,0.6817630379877645,1198.117929,1197.648764,1198.117929,55.8451,49.409177,55.8451,-1071.7246308699541,-1102.220967858878,-901.9697471275816,-1276.4296674924885,-867.0195942474197,-0.014313415790153968,-0.015540338528921704,-0.012132821011997847,2000,2000,True,-0.9891749358817533,-1.121985296960207,-0.8354933693658207,2000,2000,True,-20814.085538240397,-42714.398625064576,31119.590737653365,0.9321601881738113,44673717,0.5066552309189352,0.9323727487260329,88173800,0,0.0,0.9984316075,5,0,0,0,60.0,108345.30799293006,1805.755133215501,True,5,5,1200.0,90.28775666077505,True,3.9156569524744733,0.0,0.0,4.0,1140.0
five_overlay_mean_or_worst,FCFS,2,5,17634760,10362.622000360012,7565.139406607849,11503.452687368801,701.4950562330943,344.2576019519614,1023.8603788837071,8551.956801920001,16600.57174,53757.925163,0.027547241633597883,0.08898466462136244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,2000,2000,True,0.0,0.0,0.0,2000,2000,True,,,,0.7460028035538903,0,0.0,0.0,0,0,0.0,0.0,5,0,0,0,120.0,10362.622000360012,86.35518333633344,True,5,5,,,False,1.9578284762372367,0.0,0.0,0.0,0.0
five_overlay_mean_or_worst,SJF,2,5,17634760,100.29491051000036,81.65894113339988,128.99880972739885,14.357117272725858,8.453278076435023,19.707668848422728,58.29181306800001,52038.03353,53757.925163,0.08614092845568783,0.08898466462136244,51883.82455,48595.051315,51883.82455,671.719686,517.690743,671.719686,10262.327089850012,7467.015736525599,11399.624150649901,,,1.0,1.0,1.0,2000,2000,True,99.03214736090426,98.6201710096374,99.18325040759906,2000,2000,True,,,,0.7459343705272995,0,0.0,0.0,0,0,0.0,0.0,5,0,0,0,120.0,10362.622000360012,86.35518333633344,True,5,5,,,False,1.9578284762372367,0.0,0.0,0.0,0.0
five_overlay_mean_or_worst,SPJF-E,2,5,17634760,1844.2114299000132,766.7019049350373,3990.368417713106,61.456609159811634,30.682257792587958,90.10862320476814,329.6201752320005,53757.925163,53757.925163,0.08898466462136244,0.08898466462136244,53584.610911,48066.996826,53584.610911,821.519524,474.705831,821.519524,8518.410570459999,6342.410202830851,9271.316336340296,5616.1605004175,11420.660640502498,0.8300661726992857,0.6399939534289205,0.9158035124589954,2000,2000,True,82.20323553405747,63.3412286174609,90.59199462017473,2000,2000,True,,,,0.7459610564589481,0,0.0,0.0,0,0,0.0,0.0,5,0,0,0,120.0,10362.622000360012,86.35518333633344,True,5,5,,,False,1.9578284762372367,0.0,0.0,0.0,0.0
five_overlay_mean_or_worst,Guard(300),2,5,17634760,10453.721594780003,7652.461495237399,11600.934777317392,645.9699327667419,311.51517674792836,955.1493345451989,8588.631592686,16781.105145,53757.925163,0.027845742633928573,0.08898466462136244,269.319922,247.697642,269.319922,116.81886,82.23539,116.81886,-91.09959441999126,-145.2657233873011,-7.804035297606537,-226.002295552417,43.80310671243447,-0.008877089340690925,-0.01745704314176868,-0.00083273816798531,2000,2000,True,-0.8791172197232161,-1.722543251373834,-0.0821988994452989,2000,2000,True,8609.51016487999,6449.089171161447,9385.412049967848,0.7459621905826902,13321270,0.1510796858023585,0.870002314328082,88173800,0,0.0,0.8977330733333334,5,0,0,0,120.0,10362.622000360012,86.35518333633344,True,5,5,300.0,34.54207333453337,True,1.9578284762372367,30.0,0.5,0.0,360.0
